cid,sellerid,brandname,InStock,priceRan,salesVol,Image
108046,300004,Chanel,FALSE,3205,0,NULL
108047,300003,Chanel,FALSE,2094,0,NULL
108048,300004,Ray-Ban,FALSE,699,0,NULL
108049,300001,Li Ning,FALSE,3853,0,NULL
108050,300001,The North Face,FALSE,3052,0,NULL
108051,300001,Yves Saint Laurent,FALSE,2818,0,NULL
108052,300002,Fila,FALSE,3442,0,NULL
108053,300004,Skechers,FALSE,2523,0,NULL
108054,300003,GUCCI,FALSE,4359,0,NULL
108055,300003,Old Navy,FALSE,3199,0,NULL
108056,300002,Dior,FALSE,3745,0,NULL
108057,300002,Calvin Klein,FALSE,1741,0,NULL
108058,300001,Hermès,FALSE,3051,0,NULL
108059,300004,Omega,FALSE,1049,0,NULL
108060,300004,Li Ning,FALSE,4823,0,NULL
108061,300003,Ralph Lauren,FALSE,2389,0,NULL
108062,300001,Li Ning,FALSE,1226,0,NULL
108063,300002,Nike,FALSE,3549,0,NULL
108064,300004,Louis Vuitton,FALSE,4113,0,NULL
108065,300003,Nike,FALSE,1842,0,NULL
108066,300001,UNIQLO,FALSE,4545,0,NULL
108067,300002,Prada,FALSE,3163,0,NULL
108068,300001,Bottega Veneta,FALSE,1315,0,NULL
108069,300001,ZARA,FALSE,1056,0,NULL
108070,300001,Burberry,FALSE,4716,0,NULL
108071,300001,Rolex,FALSE,3042,0,NULL
108072,300001,ZARA,FALSE,1505,0,NULL
108073,300003,Levi's,FALSE,1291,0,NULL
108074,300002,Levi's,FALSE,3631,0,NULL
108075,300002,Tommy Hilfiger,FALSE,2787,0,NULL
108076,300004,Yves Saint Laurent,FALSE,1629,0,NULL
108077,300004,Boss,FALSE,2450,0,NULL
108078,300001,Primark / Penney's,FALSE,1085,0,NULL
108079,300001,Victoria's Secret,FALSE,941,0,NULL
108080,300001,Ralph Lauren,FALSE,1459,0,NULL
108081,300004,Primark / Penney's,FALSE,2219,0,NULL
108082,300002,The North Face,FALSE,3315,0,NULL
108083,300002,Rolex,FALSE,1515,0,NULL
108084,300004,UNIQLO,FALSE,2933,0,NULL
108085,300003,GUCCI,FALSE,4863,0,NULL
108086,300004,Tommy Hilfiger,FALSE,519,0,NULL
108087,300001,Pandora,FALSE,222,0,NULL
108088,300002,Yves Saint Laurent,FALSE,2180,0,NULL
108089,300003,Primark / Penney's,FALSE,3972,0,NULL
108090,300001,Hermès,FALSE,4517,0,NULL
108091,300003,Cartier,FALSE,403,0,NULL
108092,300002,Rolex,FALSE,2984,0,NULL
108093,300002,Tommy Hilfiger,FALSE,1848,0,NULL
108094,300003,Louis Vuitton,FALSE,4468,0,NULL
108095,300003,Next,FALSE,1638,0,NULL
108096,300001,Primark / Penney's,FALSE,204,0,NULL
108097,300002,Levi's,FALSE,4021,0,NULL
108098,300002,Rolex,FALSE,4050,0,NULL
108099,300002,Under Armour,FALSE,1492,0,NULL
108100,300002,Nike,FALSE,513,0,NULL
108101,300003,Van Cleef & Arpels,FALSE,1364,0,NULL
108102,300002,UNIQLO,FALSE,726,0,NULL
108103,300003,Omega,FALSE,2867,0,NULL
108104,300003,Bottega Veneta,FALSE,2796,0,NULL
108105,300003,Anta,FALSE,173,0,NULL
108106,300001,Ray-Ban,FALSE,902,0,NULL
108107,300003,GUCCI,FALSE,1699,0,NULL
108108,300004,Under Armour,FALSE,2889,0,NULL
108109,300002,Van Cleef & Arpels,FALSE,4077,0,NULL
108110,300002,Rolex,FALSE,4166,0,NULL
108111,300001,Omega,FALSE,4601,0,NULL
108112,300003,Nike,FALSE,2806,0,NULL
108113,300004,Givenchy,FALSE,563,0,NULL
108114,300004,Boss,FALSE,2240,0,NULL
108115,300002,Tiffany & Co.,FALSE,3912,0,NULL
108116,300004,Puma,FALSE,4928,0,NULL
108117,300001,Louis Vuitton,FALSE,1633,0,NULL
108118,300003,Moncler,FALSE,672,0,NULL
108119,300004,Michael Kors,FALSE,632,0,NULL
108120,300002,Fila,FALSE,3457,0,NULL
108121,300003,Armani,FALSE,1511,0,NULL
108122,300002,Dior,FALSE,108,0,NULL
108123,300003,Li Ning,FALSE,3043,0,NULL
108124,300003,Nike,FALSE,1821,0,NULL
108125,300004,Ray-Ban,FALSE,2390,0,NULL
108126,300001,UNIQLO,FALSE,1209,0,NULL
108127,300004,Adidas,FALSE,4856,0,NULL
108128,300003,Omega,FALSE,4225,0,NULL
108129,300002,Moncler,FALSE,3779,0,NULL
108130,300001,Victoria's Secret,FALSE,3548,0,NULL
108131,300004,Celine,FALSE,2730,0,NULL
108132,300001,Calvin Klein,FALSE,4687,0,NULL
108133,300002,Puma,FALSE,980,0,NULL
108134,300001,Chow Tai Fook,FALSE,3146,0,NULL
108135,300001,Next,FALSE,2764,0,NULL
108136,300002,Givenchy,FALSE,2721,0,NULL
108137,300002,Bosideng,FALSE,3337,0,NULL
108138,300003,Tommy Hilfiger,FALSE,3521,0,NULL
108139,300001,Ralph Lauren,FALSE,4986,0,NULL
108140,300002,Primark / Penney's,FALSE,1205,0,NULL
108141,300003,Van Cleef & Arpels,FALSE,4742,0,NULL
108142,300003,Bulgari,FALSE,1136,0,NULL
108143,300003,Moncler,FALSE,4917,0,NULL
108144,300002,UNIQLO,FALSE,2456,0,NULL
108145,300001,Yves Saint Laurent,FALSE,2971,0,NULL
108146,300002,Dior,FALSE,2403,0,NULL
108147,300004,Prada,FALSE,4578,0,NULL
108148,300003,Givenchy,FALSE,364,0,NULL
108149,300003,COACH,FALSE,1989,0,NULL
108150,300004,Tommy Hilfiger,FALSE,2779,0,NULL
108151,300001,Victoria's Secret,FALSE,2628,0,NULL
108152,300003,Chanel,FALSE,2086,0,NULL
108153,300004,Primark / Penney's,FALSE,587,0,NULL
108154,300001,H&M,FALSE,3987,0,NULL
108155,300004,Bosideng,FALSE,1515,0,NULL
108156,300004,Hermès,FALSE,1207,0,NULL
108157,300004,GUCCI,FALSE,2781,0,NULL
108158,300004,Cartier,FALSE,1619,0,NULL
108159,300002,GUCCI,FALSE,2602,0,NULL
108160,300001,Givenchy,FALSE,1545,0,NULL
108161,300004,Old Navy,FALSE,2868,0,NULL
108162,300001,Li Ning,FALSE,3711,0,NULL
108163,300004,H&M,FALSE,4461,0,NULL
108164,300002,Moncler,FALSE,4984,0,NULL
108165,300001,Rolex,FALSE,3169,0,NULL
108166,300003,Moncler,FALSE,2338,0,NULL
108167,300002,Chanel,FALSE,3524,0,NULL
108168,300004,Louis Vuitton,FALSE,1022,0,NULL
108169,300003,Lao Feng Xiang,FALSE,4801,0,NULL
108170,300004,Victoria's Secret,FALSE,416,0,NULL
108171,300001,Armani,FALSE,1232,0,NULL
108172,300004,Under Armour,FALSE,3495,0,NULL
108173,300003,Chow Tai Fook,FALSE,3543,0,NULL
108174,300003,Burberry,FALSE,2611,0,NULL
108175,300003,Lululemon,FALSE,4140,0,NULL
108176,300004,COACH,FALSE,2972,0,NULL
108177,300003,Tommy Hilfiger,FALSE,3502,0,NULL
108178,300002,Tiffany & Co.,FALSE,1914,0,NULL
108179,300004,H&M,FALSE,825,0,NULL
108180,300003,TAG Heuer,FALSE,2449,0,NULL
108181,300003,Victoria's Secret,FALSE,212,0,NULL
108182,300004,Bosideng,FALSE,2347,0,NULL
108183,300004,Ralph Lauren,FALSE,2117,0,NULL
108184,300002,Yves Saint Laurent,FALSE,2800,0,NULL
108185,300001,H&M,FALSE,1854,0,NULL
108186,300001,Givenchy,FALSE,1059,0,NULL
108187,300003,Primark / Penney's,FALSE,4313,0,NULL
108188,300001,Givenchy,FALSE,993,0,NULL
108189,300003,Nike,FALSE,3997,0,NULL
108190,300003,Louis Vuitton,FALSE,4757,0,NULL
108191,300001,Boss,FALSE,672,0,NULL
108192,300004,Primark / Penney's,FALSE,1881,0,NULL
108193,300003,Cartier,FALSE,4452,0,NULL
108194,300002,Bulgari,FALSE,4226,0,NULL
108195,300004,Givenchy,FALSE,3896,0,NULL
108196,300003,Calvin Klein,FALSE,1090,0,NULL
108197,300003,Bosideng,FALSE,1639,0,NULL
108198,300004,Victoria's Secret,FALSE,1564,0,NULL
108199,300001,The North Face,FALSE,1744,0,NULL
108200,300003,Louis Vuitton,FALSE,1731,0,NULL
108201,300003,Boss,FALSE,1454,0,NULL
108202,300004,Boss,FALSE,1047,0,NULL
108203,300004,Pandora,FALSE,1377,0,NULL
108204,300003,UNIQLO,FALSE,3604,0,NULL
108205,300003,Puma,FALSE,1870,0,NULL
108206,300004,Old Navy,FALSE,393,0,NULL
108207,300004,Tommy Hilfiger,FALSE,4710,0,NULL
108208,300002,Burberry,FALSE,2056,0,NULL
108209,300001,Ray-Ban,FALSE,256,0,NULL
108210,300002,UNIQLO,FALSE,260,0,NULL
108211,300002,Anta,FALSE,455,0,NULL
108212,300003,Omega,FALSE,1582,0,NULL
108213,300004,Hermès,FALSE,4798,0,NULL
108214,300001,ZARA,FALSE,786,0,NULL
108215,300002,Bottega Veneta,FALSE,4448,0,NULL
108216,300003,Moncler,FALSE,1969,0,NULL
108217,300002,H&M,FALSE,968,0,NULL
108218,300001,ZARA,FALSE,1810,0,NULL
108219,300001,The North Face,FALSE,143,0,NULL
108220,300001,Victoria's Secret,FALSE,4009,0,NULL
108221,300001,Old Navy,FALSE,1768,0,NULL
108222,300001,TAG Heuer,FALSE,3133,0,NULL
108223,300004,Under Armour,FALSE,1248,0,NULL
108224,300003,Anta,FALSE,30,0,NULL
108225,300004,Prada,FALSE,2000,0,NULL
108226,300001,Anta,FALSE,4325,0,NULL
108227,300004,Van Cleef & Arpels,FALSE,581,0,NULL
108228,300004,Prada,FALSE,2818,0,NULL
108229,300003,ZARA,FALSE,3104,0,NULL
108230,300001,GUCCI,FALSE,4711,0,NULL
108231,300003,H&M,FALSE,4306,0,NULL
108232,300003,Victoria's Secret,FALSE,3705,0,NULL
108233,300001,Adidas,FALSE,1240,0,NULL
108234,300002,Omega,FALSE,1852,0,NULL
108235,300003,Louis Vuitton,FALSE,496,0,NULL
108236,300004,Omega,FALSE,3090,0,NULL
108237,300004,Hermès,FALSE,1726,0,NULL
108238,300001,Ralph Lauren,FALSE,4146,0,NULL
108239,300001,The North Face,FALSE,661,0,NULL
108240,300001,Lao Feng Xiang,FALSE,1415,0,NULL
108241,300003,Moncler,FALSE,2007,0,NULL
108242,300004,Pandora,FALSE,1965,0,NULL
108243,300001,TAG Heuer,FALSE,1424,0,NULL
108244,300001,Calvin Klein,FALSE,3061,0,NULL
108245,300003,Ralph Lauren,FALSE,4304,0,NULL
108246,300001,Adidas,FALSE,4710,0,NULL
108247,300002,Lululemon,FALSE,2518,0,NULL
108248,300002,Lululemon,FALSE,2860,0,NULL
108249,300004,Yves Saint Laurent,FALSE,2822,0,NULL
108250,300004,Adidas,FALSE,3697,0,NULL
108251,300001,GUCCI,FALSE,1002,0,NULL
108252,300001,The North Face,FALSE,4710,0,NULL
108253,300004,Chanel,FALSE,3409,0,NULL
108254,300001,Anta,FALSE,4773,0,NULL
108255,300003,Van Cleef & Arpels,FALSE,1271,0,NULL
108256,300002,Nike,FALSE,2185,0,NULL
108257,300001,GUCCI,FALSE,4956,0,NULL
108258,300002,TAG Heuer,FALSE,4129,0,NULL
108259,300003,Calvin Klein,FALSE,661,0,NULL
108260,300003,Bosideng,FALSE,830,0,NULL
108261,300004,The North Face,FALSE,2002,0,NULL
108262,300002,Yves Saint Laurent,FALSE,2551,0,NULL
108263,300003,Levi's,FALSE,2348,0,NULL
108264,300002,Boss,FALSE,3141,0,NULL
108265,300003,Ralph Lauren,FALSE,4285,0,NULL
108266,300004,GUCCI,FALSE,2086,0,NULL
108267,300001,Boss,FALSE,4769,0,NULL
108268,300002,Anta,FALSE,3201,0,NULL
108269,300003,Boss,FALSE,3307,0,NULL
108270,300002,Levi's,FALSE,3862,0,NULL
108271,300004,Prada,FALSE,4124,0,NULL
108272,300003,Michael Kors,FALSE,1553,0,NULL
108273,300001,Chow Tai Fook,FALSE,2848,0,NULL
108274,300003,TAG Heuer,FALSE,3441,0,NULL
108275,300004,Louis Vuitton,FALSE,4009,0,NULL
108276,300001,Lao Feng Xiang,FALSE,2484,0,NULL
108277,300004,Celine,FALSE,3939,0,NULL
108278,300004,Chanel,FALSE,4608,0,NULL
108279,300004,Hermès,FALSE,3666,0,NULL
108280,300001,Li Ning,FALSE,4521,0,NULL
108281,300002,Prada,FALSE,1529,0,NULL
108282,300004,Moncler,FALSE,424,0,NULL
108283,300003,Chow Tai Fook,FALSE,1677,0,NULL
108284,300001,Lululemon,FALSE,4139,0,NULL
108285,300003,Armani,FALSE,1500,0,NULL
108286,300002,Next,FALSE,308,0,NULL
108287,300002,Ralph Lauren,FALSE,3242,0,NULL
108288,300004,UNIQLO,FALSE,1049,0,NULL
108289,300003,Omega,FALSE,2715,0,NULL
108290,300001,GUCCI,FALSE,3548,0,NULL
108291,300001,Li Ning,FALSE,4832,0,NULL
108292,300003,Louis Vuitton,FALSE,2133,0,NULL
108293,300001,Bulgari,FALSE,4105,0,NULL
108294,300003,Calvin Klein,FALSE,2776,0,NULL
108295,300002,Lululemon,FALSE,2360,0,NULL
108296,300002,Boss,FALSE,182,0,NULL
108297,300001,Under Armour,FALSE,349,0,NULL
108298,300002,Adidas,FALSE,3147,0,NULL
108299,300001,Yves Saint Laurent,FALSE,2871,0,NULL
108300,300003,Tiffany & Co.,FALSE,4217,0,NULL
108301,300003,Givenchy,FALSE,4308,0,NULL
108302,300003,Fila,FALSE,1643,0,NULL
108303,300003,Van Cleef & Arpels,FALSE,3243,0,NULL
108304,300002,Ray-Ban,FALSE,2832,0,NULL
108305,300003,Lululemon,FALSE,4624,0,NULL
108306,300003,Michael Kors,FALSE,240,0,NULL
108307,300001,Givenchy,FALSE,4272,0,NULL
108308,300002,Michael Kors,FALSE,2790,0,NULL
108309,300001,Hermès,FALSE,851,0,NULL
108310,300002,Celine,FALSE,3278,0,NULL
108311,300002,Omega,FALSE,4629,0,NULL
108312,300001,COACH,FALSE,1292,0,NULL
108313,300002,Celine,FALSE,3660,0,NULL
108314,300001,Skechers,FALSE,1383,0,NULL
108315,300002,Adidas,FALSE,2598,0,NULL
108316,300002,Skechers,FALSE,2732,0,NULL
108317,300001,Fila,FALSE,1059,0,NULL
108318,300001,Cartier,FALSE,3779,0,NULL
108319,300001,Levi's,FALSE,1545,0,NULL
108320,300004,Nike,FALSE,1469,0,NULL
108321,300002,Givenchy,FALSE,2645,0,NULL
108322,300003,Old Navy,FALSE,1096,0,NULL
108323,300004,Bosideng,FALSE,3032,0,NULL
108324,300003,UNIQLO,FALSE,4752,0,NULL
108325,300003,Bosideng,FALSE,971,0,NULL
108326,300002,Armani,FALSE,3438,0,NULL
108327,300001,Dior,FALSE,4765,0,NULL
108328,300004,Van Cleef & Arpels,FALSE,2938,0,NULL
108329,300004,Levi's,FALSE,1438,0,NULL
108330,300002,Prada,FALSE,3539,0,NULL
108331,300002,Tommy Hilfiger,FALSE,3430,0,NULL
108332,300003,Omega,FALSE,824,0,NULL
108333,300002,Lao Feng Xiang,FALSE,3305,0,NULL
108334,300004,Louis Vuitton,FALSE,3098,0,NULL
108335,300001,Armani,FALSE,2754,0,NULL
108336,300004,Armani,FALSE,604,0,NULL
108337,300003,Primark / Penney's,FALSE,1666,0,NULL
108338,300004,Next,FALSE,9,0,NULL
108339,300002,Armani,FALSE,896,0,NULL
108340,300002,Chanel,FALSE,140,0,NULL
108341,300002,Anta,FALSE,2287,0,NULL
108342,300004,H&M,FALSE,1977,0,NULL
108343,300002,Under Armour,FALSE,2920,0,NULL
108344,300001,Ralph Lauren,FALSE,4863,0,NULL
108345,300003,Givenchy,FALSE,3349,0,NULL
108346,300001,Yves Saint Laurent,FALSE,2024,0,NULL
108347,300002,Tiffany & Co.,FALSE,1179,0,NULL
108348,300001,Bosideng,FALSE,1394,0,NULL
108349,300002,Van Cleef & Arpels,FALSE,454,0,NULL
108350,300003,Michael Kors,FALSE,1149,0,NULL
108351,300003,UNIQLO,FALSE,3619,0,NULL
108352,300002,Yves Saint Laurent,FALSE,3177,0,NULL
108353,300002,Old Navy,FALSE,4591,0,NULL
108354,300003,Chanel,FALSE,1597,0,NULL
108355,300003,Next,FALSE,1609,0,NULL
108356,300004,Boss,FALSE,1659,0,NULL
108357,300001,Celine,FALSE,2960,0,NULL
108358,300004,ZARA,FALSE,3295,0,NULL
108359,300002,Tiffany & Co.,FALSE,271,0,NULL
108360,300001,Boss,FALSE,2562,0,NULL
108361,300004,Bulgari,FALSE,1841,0,NULL
108362,300002,Pandora,FALSE,2605,0,NULL
108363,300001,Ray-Ban,FALSE,4996,0,NULL
108364,300003,GUCCI,FALSE,2556,0,NULL
108365,300001,Burberry,FALSE,4984,0,NULL
108366,300004,Armani,FALSE,3818,0,NULL
108367,300002,UNIQLO,FALSE,4717,0,NULL
108368,300002,Fila,FALSE,4208,0,NULL
108369,300004,Prada,FALSE,2587,0,NULL
108370,300004,Skechers,FALSE,3417,0,NULL
108371,300002,Victoria's Secret,FALSE,200,0,NULL
108372,300001,Puma,FALSE,3904,0,NULL
108373,300002,Hermès,FALSE,3685,0,NULL
108374,300004,Celine,FALSE,2794,0,NULL
108375,300001,GUCCI,FALSE,1134,0,NULL
108376,300003,Armani,FALSE,4267,0,NULL
108377,300001,Michael Kors,FALSE,1277,0,NULL
108378,300004,Adidas,FALSE,3228,0,NULL
108379,300001,Skechers,FALSE,3037,0,NULL
108380,300002,Van Cleef & Arpels,FALSE,452,0,NULL
108381,300003,Cartier,FALSE,3199,0,NULL
108382,300003,Li Ning,FALSE,2307,0,NULL
108383,300002,H&M,FALSE,1730,0,NULL
108384,300002,Bosideng,FALSE,1215,0,NULL
108385,300004,Omega,FALSE,2954,0,NULL
108386,300004,Victoria's Secret,FALSE,958,0,NULL
108387,300001,Prada,FALSE,3963,0,NULL
108388,300004,Chow Tai Fook,FALSE,4460,0,NULL
108389,300001,Bosideng,FALSE,1874,0,NULL
108390,300004,Yves Saint Laurent,FALSE,2142,0,NULL
108391,300003,Victoria's Secret,FALSE,2639,0,NULL
108392,300003,Cartier,FALSE,2511,0,NULL
108393,300001,Bottega Veneta,FALSE,4577,0,NULL
108394,300002,Tiffany & Co.,FALSE,3775,0,NULL
108395,300003,Levi's,FALSE,1980,0,NULL
108396,300002,Calvin Klein,FALSE,3876,0,NULL
108397,300002,Hermès,FALSE,4572,0,NULL
108398,300003,Hermès,FALSE,383,0,NULL
108399,300004,Under Armour,FALSE,1776,0,NULL
108400,300002,Boss,FALSE,2936,0,NULL
108401,300002,Louis Vuitton,FALSE,1574,0,NULL
108402,300003,Ralph Lauren,FALSE,442,0,NULL
108403,300001,Givenchy,FALSE,2894,0,NULL
108404,300004,Ralph Lauren,FALSE,4832,0,NULL
108405,300003,The North Face,FALSE,3243,0,NULL
108406,300003,Dior,FALSE,4246,0,NULL
108407,300001,Cartier,FALSE,3241,0,NULL
108408,300001,COACH,FALSE,2680,0,NULL
108409,300001,Li Ning,FALSE,917,0,NULL
108410,300004,Prada,FALSE,99,0,NULL
108411,300003,Ralph Lauren,FALSE,1163,0,NULL
108412,300004,TAG Heuer,FALSE,220,0,NULL
108413,300003,Van Cleef & Arpels,FALSE,285,0,NULL
108414,300004,Next,FALSE,3090,0,NULL
108415,300001,Bottega Veneta,FALSE,949,0,NULL
108416,300004,Anta,FALSE,3755,0,NULL
108417,300002,Armani,FALSE,2954,0,NULL
108418,300004,Boss,FALSE,856,0,NULL
108419,300001,Primark / Penney's,FALSE,1456,0,NULL
108420,300003,Ray-Ban,FALSE,1262,0,NULL
108421,300004,Fila,FALSE,2666,0,NULL
108422,300001,Givenchy,FALSE,514,0,NULL
108423,300001,Ralph Lauren,FALSE,4433,0,NULL
108424,300004,Bulgari,FALSE,847,0,NULL
108425,300003,Hermès,FALSE,2969,0,NULL
108426,300002,Van Cleef & Arpels,FALSE,229,0,NULL
108427,300002,Next,FALSE,372,0,NULL
108428,300002,UNIQLO,FALSE,1354,0,NULL
108429,300003,Givenchy,FALSE,4833,0,NULL
108430,300001,Celine,FALSE,1969,0,NULL
108431,300001,Calvin Klein,FALSE,236,0,NULL
108432,300004,ZARA,FALSE,1118,0,NULL
108433,300004,TAG Heuer,FALSE,4448,0,NULL
108434,300001,Givenchy,FALSE,4249,0,NULL
108435,300004,Chow Tai Fook,FALSE,1053,0,NULL
108436,300001,Omega,FALSE,646,0,NULL
108437,300001,Nike,FALSE,1578,0,NULL
108438,300004,Next,FALSE,1025,0,NULL
108439,300004,Rolex,FALSE,4660,0,NULL
108440,300004,H&M,FALSE,1512,0,NULL
108441,300001,Lao Feng Xiang,FALSE,2647,0,NULL
108442,300001,Bulgari,FALSE,3423,0,NULL
108443,300003,The North Face,FALSE,3899,0,NULL
108444,300001,ZARA,FALSE,1504,0,NULL
108445,300001,Dior,FALSE,1512,0,NULL
108446,300004,Li Ning,FALSE,4306,0,NULL
108447,300002,Yves Saint Laurent,FALSE,3559,0,NULL
108448,300002,Pandora,FALSE,2764,0,NULL
108449,300004,Bosideng,FALSE,3257,0,NULL
108450,300004,Burberry,FALSE,938,0,NULL
108451,300001,Bosideng,FALSE,1631,0,NULL
108452,300003,Rolex,FALSE,2063,0,NULL
108453,300004,Levi's,FALSE,1198,0,NULL
108454,300002,Chanel,FALSE,1968,0,NULL
108455,300004,Bottega Veneta,FALSE,3956,0,NULL
108456,300003,Rolex,FALSE,4829,0,NULL
108457,300002,UNIQLO,FALSE,292,0,NULL
108458,300001,Old Navy,FALSE,1632,0,NULL
108459,300001,Prada,FALSE,1266,0,NULL
108460,300002,Dior,FALSE,2267,0,NULL
108461,300002,Van Cleef & Arpels,FALSE,3903,0,NULL
108462,300004,Puma,FALSE,3380,0,NULL
108463,300001,GUCCI,FALSE,4573,0,NULL
108464,300004,UNIQLO,FALSE,4789,0,NULL
108465,300003,Yves Saint Laurent,FALSE,4700,0,NULL
108466,300002,Bottega Veneta,FALSE,3209,0,NULL
108467,300004,Moncler,FALSE,1806,0,NULL
108468,300002,TAG Heuer,FALSE,4113,0,NULL
108469,300001,Van Cleef & Arpels,FALSE,1841,0,NULL
108470,300002,Burberry,FALSE,308,0,NULL
108471,300004,Givenchy,FALSE,1810,0,NULL
108472,300004,The North Face,FALSE,930,0,NULL
108473,300001,Puma,FALSE,3334,0,NULL
108474,300003,Anta,FALSE,813,0,NULL
108475,300002,Bosideng,FALSE,3708,0,NULL
108476,300002,GUCCI,FALSE,2986,0,NULL
108477,300003,Skechers,FALSE,4314,0,NULL
108478,300002,GUCCI,FALSE,2941,0,NULL
108479,300004,Burberry,FALSE,1981,0,NULL
108480,300002,Pandora,FALSE,3076,0,NULL
108481,300001,Chow Tai Fook,FALSE,4728,0,NULL
108482,300001,Cartier,FALSE,3251,0,NULL
108483,300003,Michael Kors,FALSE,1155,0,NULL
108484,300004,Van Cleef & Arpels,FALSE,2742,0,NULL
108485,300002,Lululemon,FALSE,3677,0,NULL
108486,300004,Adidas,FALSE,1282,0,NULL
108487,300004,Moncler,FALSE,1492,0,NULL
108488,300002,UNIQLO,FALSE,223,0,NULL
108489,300002,Lululemon,FALSE,2020,0,NULL
108490,300002,Cartier,FALSE,1213,0,NULL
108491,300002,GUCCI,FALSE,3349,0,NULL
108492,300002,Ray-Ban,FALSE,2736,0,NULL
108493,300003,Fila,FALSE,1867,0,NULL
108494,300002,Bulgari,FALSE,1920,0,NULL
108495,300004,Adidas,FALSE,4436,0,NULL
108496,300003,Pandora,FALSE,666,0,NULL
108497,300001,Victoria's Secret,FALSE,3823,0,NULL
108498,300003,Lao Feng Xiang,FALSE,282,0,NULL
108499,300003,Fila,FALSE,958,0,NULL
108500,300004,Tiffany & Co.,FALSE,3957,0,NULL
108501,300002,Burberry,FALSE,4067,0,NULL
108502,300002,Bulgari,FALSE,2030,0,NULL
108503,300003,Under Armour,FALSE,4189,0,NULL
108504,300003,Hermès,FALSE,1439,0,NULL
108505,300003,Boss,FALSE,339,0,NULL
108506,300001,Primark / Penney's,FALSE,2438,0,NULL
108507,300003,GUCCI,FALSE,528,0,NULL
108508,300001,Old Navy,FALSE,2774,0,NULL
108509,300004,Rolex,FALSE,2826,0,NULL
108510,300002,Nike,FALSE,4537,0,NULL
108511,300002,Lao Feng Xiang,FALSE,915,0,NULL
108512,300004,Omega,FALSE,701,0,NULL
108513,300002,Hermès,FALSE,4327,0,NULL
108514,300002,Van Cleef & Arpels,FALSE,2621,0,NULL
108515,300001,Michael Kors,FALSE,4781,0,NULL
108516,300003,Lululemon,FALSE,1190,0,NULL
108517,300003,Rolex,FALSE,751,0,NULL
108518,300002,Puma,FALSE,3532,0,NULL
108519,300002,Yves Saint Laurent,FALSE,4336,0,NULL
108520,300003,Moncler,FALSE,196,0,NULL
108521,300002,Old Navy,FALSE,4767,0,NULL
108522,300004,Chanel,FALSE,4651,0,NULL
108523,300004,Under Armour,FALSE,381,0,NULL
108524,300002,Old Navy,FALSE,1949,0,NULL
108525,300003,Yves Saint Laurent,FALSE,1118,0,NULL
108526,300001,Cartier,FALSE,3068,0,NULL
108527,300003,Adidas,FALSE,4080,0,NULL
108528,300002,H&M,FALSE,4427,0,NULL
108529,300004,Dior,FALSE,382,0,NULL
108530,300001,Nike,FALSE,1802,0,NULL
108531,300004,Moncler,FALSE,4881,0,NULL
108532,300003,Anta,FALSE,3044,0,NULL
108533,300003,COACH,FALSE,2272,0,NULL
108534,300003,Burberry,FALSE,2033,0,NULL
108535,300003,Bulgari,FALSE,1960,0,NULL
108536,300004,Chow Tai Fook,FALSE,804,0,NULL
108537,300001,The North Face,FALSE,4780,0,NULL
108538,300001,Van Cleef & Arpels,FALSE,4477,0,NULL
108539,300004,Chanel,FALSE,4136,0,NULL
108540,300001,Ralph Lauren,FALSE,1304,0,NULL
108541,300004,Ray-Ban,FALSE,837,0,NULL
108542,300001,Calvin Klein,FALSE,4927,0,NULL
108543,300003,Dior,FALSE,1243,0,NULL
108544,300003,Primark / Penney's,FALSE,3089,0,NULL
108545,300004,Chow Tai Fook,FALSE,1163,0,NULL
108546,300003,Louis Vuitton,FALSE,359,0,NULL
108547,300001,H&M,FALSE,35,0,NULL
108548,300001,Victoria's Secret,FALSE,4514,0,NULL
108549,300004,Lululemon,FALSE,501,0,NULL
108550,300004,Old Navy,FALSE,923,0,NULL
108551,300001,Dior,FALSE,1035,0,NULL
108552,300003,Calvin Klein,FALSE,4789,0,NULL
108553,300004,Levi's,FALSE,3998,0,NULL
108554,300002,Dior,FALSE,4687,0,NULL
108555,300001,Boss,FALSE,868,0,NULL
108556,300003,Givenchy,FALSE,2034,0,NULL
108557,300001,Prada,FALSE,692,0,NULL
108558,300004,Yves Saint Laurent,FALSE,4424,0,NULL
108559,300004,Pandora,FALSE,407,0,NULL
108560,300001,Chanel,FALSE,1422,0,NULL
108561,300002,Li Ning,FALSE,3937,0,NULL
108562,300004,Prada,FALSE,934,0,NULL
108563,300002,Under Armour,FALSE,2986,0,NULL
108564,300004,Michael Kors,FALSE,4817,0,NULL
108565,300003,Prada,FALSE,2367,0,NULL
108566,300002,Burberry,FALSE,4632,0,NULL
108567,300004,Burberry,FALSE,4251,0,NULL
108568,300004,Ralph Lauren,FALSE,1672,0,NULL
108569,300002,Calvin Klein,FALSE,2244,0,NULL
108570,300002,Cartier,FALSE,2078,0,NULL
108571,300003,UNIQLO,FALSE,2353,0,NULL
108572,300001,Levi's,FALSE,4371,0,NULL
108573,300003,Van Cleef & Arpels,FALSE,1775,0,NULL
108574,300001,Yves Saint Laurent,FALSE,197,0,NULL
108575,300003,Bulgari,FALSE,1442,0,NULL
108576,300004,Adidas,FALSE,3267,0,NULL
108577,300001,Chanel,FALSE,4101,0,NULL
